DISCLAIMER,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.dm (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.CP (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.ADF (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NDF (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.lignin (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.ash (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.phosphorus (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.potassium (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.N (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.as_fed (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.EE (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.starch (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.TDN (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.DE (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.calcium (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.fat (g),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.fat_percentage (percent),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.forage_ndf (kg),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.forage_ndf_percent (percent of DM),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.ME (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NE_maintenance_and_activity (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NE_lactation (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NE_growth (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.metabolizable_protein (g),AnimalModuleReporter.report_herd_statistics_data.simulation_day (day),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.51 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.66 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.167 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.byproducts_total (kg)
"Under construction, use the results with caution.",29.98867699999989,4.000492504472974,6.4992929825470585,10.007723152486967,1.0652651509329916,3.4856945708909963,0.11149006762239934,0.46226698028999824,0.6400788007156758,74.05852166784804,1.0077392449160065,6.643085738005994,19.29828793330011,84.00420611699955,0.3000364308360003,1007.7392449160066,3.3603991430365876,9.596128558120077,31.999172748167958,87.96479046115604,0.0,58.056761704363005,0.0,2604.8139784769264,0,644.692921,6217.481417,900.103896,2794.788627,483.519593,684.986253,11725.572707,1383.6234890000005
,30.1714919999999,4.037831065531971,6.513010648628058,10.028719229957982,1.067580606311995,3.506215604453987,0.11343570393900097,0.4668187312599978,0.6460529704851153,74.61306838273593,1.0245742899439965,6.658133920524041,19.437143848400144,84.628165977,0.30056786500300114,1024.5742899439965,3.3958356780765095,9.609762141889966,31.850470443722166,78.95247238022836,0.0,52.10863177095076,0.0,2629.511562320511,1,654.585907,6312.890339,913.9162319999999,2837.675409,490.93933100000004,695.497551,11905.504769,1404.8555630000005
,30.20972000000023,4.0379332435600155,6.548445741750011,10.076536871859977,1.075166425559996,3.5270786038399855,0.11243686931960066,0.4663431539599974,0.6460693189696025,74.50690082366387,1.0133500876299915,6.677128097359976,19.42626595139996,84.56904376400037,0.304428413185,1013.3500876299914,3.3543842433163356,9.660399708060059,31.97778631533157,79.23389087186465,0.0,52.29436797543068,0.0,2628.3770825000765,2,654.585907,6312.890339,913.9162319999999,2837.675409,490.93933100000004,695.497551,11905.504769,1404.8555630000005
,28.39067600000034,3.926938905040982,6.036229161419052,9.294293945728922,0.9893357983610105,3.286587294777007,0.10982917658259979,0.44521955325999685,0.6283102248065572,70.08868010294901,0.9831557131519887,6.159093550952055,18.37865379100003,80.16892420200018,0.2781121484049979,983.1557131519887,3.462952812930474,8.865074028460079,31.2253009701494,74.88400851056595,0.0,49.42344561697356,0.0,2560.8077104879517,3,690.860189,6662.723053,964.561464,2994.926943,518.145037,734.038977,12565.255663,1482.7065010000006
,28.090679999999796,3.7643625876439772,6.053823632716062,9.321614834295945,0.9923389644139925,3.264123621497974,0.10610170061959978,0.43529404815000394,0.6022980140230364,69.50712538193348,0.9580450684579926,6.189112731147966,18.104835530500093,78.83491431700047,0.279337332099999,958.0450684579927,3.4105442390785825,8.929676097960037,31.78875021167199,73.71993930378075,0.0,48.65515994049518,0.0,2445.777727918357,4,694.1578509999999,6694.526027,969.165576,3009.222537,520.618283,737.5427430000001,12625.233016999999,1489.7838590000006
,27.20960799999979,3.6550882544990353,5.889601893601003,9.051531151140917,0.9700126826189885,3.2019397226930026,0.10198868409959937,0.42182039685999945,0.5848141207198456,66.9916069748607,0.9141215280279936,5.979483991228012,17.48256387479984,76.12798309099958,0.2772013562500031,914.1215280279936,3.3595541987521496,8.672300113710088,31.87219791520023,71.31476770737139,0.0,47.06774668686513,0.0,2371.498361258171,5,697.455513,6726.329001,973.769688,3023.518131,523.091529,741.046509,12685.210371,1496.8612170000006
,26.77708100000014,3.6066572859240154,5.79144293990598,8.89470222352608,0.9554562258339975,3.1644242102979825,0.10074971337379979,0.41606806658000195,0.5770651657478425,65.86490467023371,0.9003396668679958,5.866039420217966,17.19694390519999,74.89518790700026,0.2743952787279996,900.3396668679958,3.3623518070098495,8.51914568511994,31.815064850122738,70.2423791581012,0.0,46.35997024434676,0.0,2338.9181574735576,6,699.104344,6742.230488,976.071744,3030.665928,524.328152,742.798392,12715.199048000002,1500.3998960000006
,26.55166400000002,3.5694851253179727,5.745884347642003,8.828940383271956,0.9468052421780021,3.1283605386459805,0.09963238077300042,0.4118943987000032,0.5711176200508756,65.35395503083444,0.8922328242559988,5.829610591195935,17.05760832859985,74.28065414799946,0.2709583146109983,892.2328242559988,3.3603650010635797,8.45820305303004,31.85564209094403,69.68419109766332,0.0,45.991566124457805,0.0,2314.610211441399,7,700.7531749999999,6758.131974999999,978.3738,3037.813725,525.564775,744.550275,12745.187725,1503.9385750000006
,27.12430700000004,3.6296538860449905,5.8559752158049925,9.017021195004961,0.9598806561249954,3.1521244182149735,0.10194257956140049,0.4196219932499981,0.5807446217671985,67.07450126101678,0.9207875771700035,5.9864285355900435,17.473466359099863,76.07786706100072,0.27024936391999754,920.7875771700035,3.394695308418394,8.640517227489937,31.855255242059915,71.52908161829542,0.0,47.20919386807498,0.0,2355.9090276408183,8,705.699668,6805.836436,985.2799679999999,3059.2571159999998,529.274644,749.805924,12835.153755999998,1514.5546120000006
,27.670700000000096,3.7653691220220273,5.905629752478026,9.093205276098066,0.9680806345419943,3.210170304133973,0.10683561545280051,0.4325669976400017,0.6024590595235244,68.52661665271,0.9608551497240073,6.034547232784006,17.88598035119981,77.95329881200047,0.2722404197059982,960.8551497240073,3.4724641939813736,8.690126791059926,31.40551844029929,73.28976787375476,0.0,48.371246796678115,0.0,2448.701942036499,9,715.5926539999999,6901.245358,999.0923039999999,3102.143898,536.694382,760.317222,13015.085818,1535.7866860000006
