DISCLAIMER,EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.202 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.50 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.110 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.95 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.104 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.44 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.302 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.51 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.66 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.167 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.202 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.50 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.110 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.95 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.104 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.44 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.302 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.51 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.66 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.167 (kg CO2 / kg DM),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.direct_n2o_nitrogen_emissions_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.ammonia_nitrogen_emissions_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.nitrogen_fertilizer_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.phosphorus_fertilizer_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.potassium_fertilizer_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.manure_nitrogen_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.direct_n2o_nitrogen_emissions_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.ammonia_nitrogen_emissions_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.nitrogen_fertilizer_applied_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.phosphorus_fertilizer_applied_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.potassium_fertilizer_applied_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.manure_nitrogen_applied_for_feed_51 (kg)
"Under construction, use the results with caution.",95.35499999999999,600.0618802313721,5265.651950440936,254.43296847573976,254.43296847573976,472.2572603793204,908.1998127919521,1468.5858331745624,1406.7706206600424,759.4991391455065,0.0,66.80950283515307,4808.073417043661,0.0,0.0,51.5372410425215,173.6450576237509,163.50895235556396,44.327351877360314,76.05246050875805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,95.35499999999999,592.7278124925829,5282.709277492502,250.94540935581273,250.94540935581273,475.7555699427243,896.1948324286952,1483.6869728473084,1421.236128327498,767.3088989310644,0.0,65.9929446841855,4823.648483822541,0.0,0.0,51.91901012970439,171.34974168381325,165.19027834379597,44.783160122885874,76.83449095100748,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,97.8,585.3937447537934,5299.766604544069,247.4578502358857,247.4578502358857,479.25387950612816,884.1898520654383,1498.7881125200545,1435.7016359949532,775.1186587166223,0.0,65.17638653321794,4839.223550601421,0.0,0.0,52.30077921688727,169.0544257438756,166.871604332028,45.23896836841143,77.61652139325692,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,95.35499999999999,625.7311173171349,5391.7551524566625,266.6394253954844,266.6394253954844,483.20520678178457,950.2172440633512,1502.5633974382408,1439.318012911817,777.0710986630119,0.0,69.66745636353957,4923.218409367951,0.0,0.0,52.73198594112022,181.67866341353258,167.291935829086,45.35292042979282,77.81202900381928,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,110.02499999999999,580.2934923499242,5511.638119515936,244.87835154856342,244.87835154856342,506.287891746068,875.4721358929763,1600.7208053110908,1533.3438127502775,827.8345372691382,0.0,64.6085362186722,5032.6836973321015,0.0,0.0,55.25098987968826,167.3876247758584,178.22055475259413,48.31567402570893,82.89522687844064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,105.13499999999999,586.1943415542391,5512.119797214243,247.53019154113167,247.53019154113167,504.88240976652423,884.7618902653995,1593.1702354747179,1526.11105891655,823.9296573763593,0.0,65.2655231305778,5033.123517844093,0.0,0.0,55.097610207976096,169.16379771774763,177.37989175847812,48.08776990294616,82.50421165731592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,107.58,586.9109508214764,5511.428722956532,247.94805110481104,247.94805110481104,504.84434509956714,886.1195032608165,1593.1702354747179,1526.11105891655,823.9296573763593,0.0,65.34530875010879,5032.492497070412,0.0,0.0,55.093456226490254,169.42336921677185,177.37989175847812,48.08776990294616,82.50421165731592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,105.13499999999999,587.3112492216992,5524.703395943514,247.98422175743409,247.98422175743409,506.0625952925763,886.405522360797,1596.9455203929044,1529.7274358334137,825.8820973227487,0.0,65.38987704878872,5044.613617666564,0.0,0.0,55.22640337016526,169.47805520370784,177.8002232555361,48.20172196432755,82.69971926787828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,105.13499999999999,588.7444677561737,5523.321247428094,248.81994088479286,248.81994088479286,505.98646595866205,889.1207483516307,1596.9455203929044,1529.7274358334137,825.8820973227487,0.0,65.54944828785067,5043.351576119203,0.0,0.0,55.21809540719356,169.99719820175625,177.8002232555361,48.20172196432755,82.69971926787828,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,102.69,584.3608246195417,5540.619413328813,246.65830176114991,246.65830176114991,508.782034532294,881.7606451745853,1608.271375147464,1540.5765665840054,831.7394171619172,0.0,65.06138359283591,5059.146553154078,0.0,0.0,55.52317465852036,168.58996873276323,179.06121774671013,48.54357814847171,83.28624209956537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,107.58,577.0267568807525,5557.67674038038,243.1707426412229,243.1707426412229,512.280344095698,869.7556648113284,1623.37251482021,1555.0420742514607,839.5491769474751,0.0,64.24482544186834,5074.721619932959,0.0,0.0,55.90494374570325,166.2946527928256,180.74254373494216,48.99938639399726,84.06827254181479,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,110.02499999999999,573.3597230113578,5566.205403906164,241.42696308125937,241.42696308125937,514.0294988773999,863.7531746297,1630.9230846565833,1562.2748280851886,843.4540568402541,0.0,63.83654636638456,5082.509153322399,0.0,0.0,56.095828289294694,165.14699482285678,181.58320672905816,49.22729051676004,84.45928776293952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,110.02499999999999,575.1932399460551,5570.019500260498,242.29885286124113,242.29885286124113,514.1632706115219,866.7544197205142,1630.9230846565833,1562.2748280851886,843.4540568402541,0.0,64.04068590412645,5085.991809499434,0.0,0.0,56.11042674374849,165.72082380784119,181.58320672905816,49.22729051676004,84.45928776293952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,107.58,574.8769290790407,5583.985247505189,241.91716395018474,241.91716395018474,515.4195854714882,865.6828258250781,1634.6983695747697,1565.8912050020524,845.4064967866435,0.0,64.00546858327542,5098.743950869265,0.0,0.0,56.24752786890934,165.51593829575302,182.00353822611618,49.34124257814143,84.65479537350188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,110.02499999999999,569.3763782749487,5604.856670911092,239.30149461023947,239.30149461023947,519.051666769014,856.6790905526354,1649.7995092475157,1580.356712669508,853.2162565722015,0.0,63.39304997004973,5117.801673825181,0.0,0.0,56.643895410546016,163.79445134079978,183.68486421434818,49.79705082366699,85.43682581575132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
