DISCLAIMER,AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.dm (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.CP (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.ADF (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NDF (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.lignin (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.ash (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.phosphorus (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.potassium (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.N (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.as_fed (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.EE (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.starch (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.TDN (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.DE (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.calcium (kg/animal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.fat (g),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.fat_percentage (percent),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.forage_ndf (kg),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.forage_ndf_percent (percent of DM),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.ME (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NE_maintenance_and_activity (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NE_lactation (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.NE_growth (Mcal),AnimalModuleReporter.report_nutrient_amounts.ration_nutrient_amount_for_LAC_COW_PEN_3.metabolizable_protein (g),AnimalModuleReporter.report_herd_statistics_data.simulation_day (day),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.44 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.51 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.66 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.110 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.167 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.301 (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.dry_matter_intake_total (kg),AnimalModuleReporter.report_daily_ration_per_pen.ration_daily_feed_totals_for_pen_3_LAC_COW.byproducts_total (kg)
"Under construction, use the results with caution.",25.293193999999897,4.025487967706038,4.4281192195940084,6.856118332354037,0.7487734950560075,3.1224414863420216,0.12273907115239914,0.41323646059000235,0.6440780748329661,59.209697998811556,1.009867266802004,5.550954736952007,16.979628035100113,74.14826159600041,0.26774951444400247,1009.8672668020039,3.9926442931723374,6.145902033659994,24.29863952199955,77.45310417760143,0.0,51.119048757217065,0.0,2570.441892494358,0,1117.11444,3845.5583399999996,1536.71817,1905.02676,838.2929099999999,621.63504,9864.345659999999,2375.0110799999993
,25.596156999999952,4.046131081068035,4.504086232411976,6.98468186750199,0.7580568564080009,3.1312809877560173,0.1230778705257997,0.41601010702999813,0.6473809729708856,60.082526722223335,1.018346734156008,5.6541303795259825,17.188684292100135,75.03656511399917,0.2676393065989986,1018.346734156008,3.9785141736550913,6.275391273500032,24.516927574323148,68.77892651027132,0.0,45.39409149677904,0.0,2593.0485099001016,1,1122.8432320000002,3865.2791519999996,1544.598776,1914.796128,842.5918479999999,624.822912,9914.932047999999,2387.190623999999
,25.840161000000073,4.10027142232598,4.534077981604012,7.0250442440140795,0.765105718186004,3.177257236091984,0.12488995263360096,0.42120456263000194,0.6560434275721567,60.56290459197765,1.0300965965220106,5.687316305081992,17.349337878100183,75.7517908650003,0.27206368855500174,1030.0965965220105,3.9864170990343584,6.303666168009972,24.39484091453592,69.89567162809163,0.0,46.13114327454045,0.0,2622.830281909034,2,1122.8432320000002,3865.2791519999996,1544.598776,1914.796128,842.5918479999999,624.822912,9914.932047999999,2387.190623999999
,25.08748799999983,3.996134914513972,4.310119096365966,6.700424759796047,0.7247571791339954,3.1261989088479862,0.12365462424179911,0.40687629109999857,0.6393815863222355,58.60443703238258,1.008912255247995,5.556479241187993,16.878291561600054,73.68135291900019,0.27085887058099906,1008.912255247995,4.021575437317606,5.977510225809974,23.826659033419425,67.63766112872916,0.0,44.64085634496124,0.0,2557.931604503916,3,1191.5887360000002,4101.928895999999,1639.166048,2032.028544,894.1791039999999,663.077376,10521.968703999999,2533.3451519999944
,24.18805600000019,3.862394781576023,4.043500238934017,6.32016866679397,0.6751283759459975,3.0577319488420267,0.12194762880059919,0.38874300994999916,0.6179831650521637,56.31047392947579,0.982956238891989,5.4171871200319766,16.320491871900042,71.21882345899958,0.26871492668600305,982.9562388919891,4.0638083477728895,5.5971286418900075,23.140051610141647,65.30372117035496,0.0,43.10045597243424,0.0,2477.5442702759547,4,1197.317528,4121.649708,1647.046654,2041.797912,898.478042,666.265248,10572.555092,2545.524695999994
,23.78677099999984,3.8211720980650106,3.955350169484977,6.1743657998749795,0.6632007406549922,3.031345205394997,0.1209085168427993,0.38401220270000375,0.6113875356904017,55.23795673414376,0.9698242656399999,5.298346248110003,16.046005758799964,70.04071271499947,0.2671336803830021,969.8242656399999,4.077158121377662,5.455051198520016,22.933130345939148,64.37691740314027,0.0,42.48876548607256,0.0,2441.6377853156155,5,1214.5039040000001,4180.8121439999995,1670.688472,2071.106016,911.3748559999999,675.828864,10724.314256,2582.063327999993
,23.727829000000032,3.8155674070919803,3.9419874624879876,6.152143328197956,0.6614344352219993,3.027948407703978,0.12077526492579864,0.3833511764399981,0.6104907851347169,55.07769880383298,0.9679579760939988,5.280320153194022,16.005615419800048,69.86773741000046,0.26695801314100076,967.9579760939988,4.079420734589741,5.433213019659938,22.89806210108784,64.25782399932011,0.0,42.41016383955131,0.0,2436.2227561293844,6,1208.775112,4161.091332,1662.807866,2061.336648,907.0759179999999,672.640992,10673.727868000002,2569.8837839999933
,23.502329999999922,3.7721327092619963,3.916170713587971,6.112519908147989,0.6565140539320035,2.989901892183984,0.11920577942139961,0.3793763139499989,0.6035412334819195,54.60426381035994,0.9573290272040085,5.235721831683994,15.852292770299952,69.19401262699927,0.26320781992799713,957.3290272040085,4.0733366742957475,5.404118602129986,22.99396954314744,63.603651214970085,0.0,41.97840980188028,0.0,2408.1117186254664,7,1223.097092,4210.393362,1682.509381,2085.760068,917.8232629999999,680.610672,10800.193838000001,2600.3326439999923
,23.494559000000102,3.772332256319993,3.9092264026499572,6.102769696030008,0.6552758781900012,2.9918525270500127,0.11932541348780057,0.37918160803999973,0.6035731610111988,54.5718033682897,0.9575849539199941,5.235164206349974,15.848856687400062,69.17877071299957,0.26356894843600137,957.5849539199941,4.075773262737087,5.393135178960011,22.954826174690012,63.64551293793022,0.0,42.006038539033995,0.0,2408.7223752702007,8,1225.9614880000001,4220.253768,1686.4496840000002,2090.644752,919.972732,682.204608,10825.487031999999,2606.422415999992
,23.696046999999997,3.8010167312979815,3.9640240664619553,6.182972517141967,0.6650546785180029,3.007809453546005,0.11978975318119947,0.38289593032999647,0.608162677007677,55.08541818860706,0.963747690616003,5.272239578445997,15.976909243099929,69.74072644199988,0.2642649900020011,963.747690616003,4.067124320845596,5.47249237282996,23.09453713030684,64.21997324065234,0.0,42.385182338830596,0.0,2427.8859588928585,9,1225.9614880000001,4220.253768,1686.4496840000002,2090.644752,919.972732,682.204608,10825.487031999999,2606.422415999992
