DISCLAIMER,AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_CALF_PEN_0 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_GROWING_PEN_1 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_CLOSE_UP_PEN_2 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_LAC_COW_PEN_3 (g)
"Under construction, use the results with caution.",867.137650045657,96936.74391434141,35267.22676782388,218568.14969223028
,890.9351472049646,97150.47260282104,33078.26513747311,220833.2253737254
,886.8260438872643,97178.48825955958,33748.547535533566,220628.79449635252
,838.2058696154287,97448.12891544984,32577.48111130648,229202.30580132027
,1029.300545202261,97875.47612970776,31669.601675628324,233314.5721324157
,999.4402897329471,97931.18508581114,30125.724123446424,235384.35092590036
,1002.5132065612324,98172.49984920531,30385.131082106043,236277.59177407366
,1000.5721977034946,98628.74171630331,30904.907851627264,236035.26151322486
,1009.9133941525888,98842.14749889006,29372.906811813093,237395.8484325555
,1069.679957530097,98842.14749889006,27801.43819556742,239196.162921955
,1096.1224481500642,98842.14749889006,27910.761132819167,239639.83861045257
,1122.9493201791624,98842.14749889006,28408.721182866324,239045.9418826091
,1121.3991084600855,98628.88060061795,26180.302910312468,241248.69594209883
,1199.1852620823863,98842.14749889006,24967.898915572936,243444.50661932
,1199.582882537712,98869.2533051883,24240.568241651552,243856.4169615271
,1227.1547714112278,99083.81534118563,23885.617310745893,244519.87652190743
,1255.1490975376462,99083.81534118563,22967.9695822062,245054.35281520375
,1283.174425413464,98842.14749889006,23959.12737489084,244626.3510055842
,1294.7593454803086,98600.47965659449,23271.663505003897,245503.80355407036
,1323.1201964981312,98600.47965659449,23230.84753560539,245814.84974346642
,1306.8584084482748,98628.46502689779,21521.18544526287,247524.51183380894
,1324.1941483077078,98628.03891132661,21591.029138208713,247907.77145070324
,1335.9142700479215,98842.14749889006,21722.140783579052,247907.77145070324
,1347.5989494877224,98842.14749889006,23410.029397045193,246219.88283723712
,1331.4000593218268,98628.32833131593,22681.906824171496,246673.59659097414
,1314.1366610773105,98870.85098560968,22920.849005986787,246641.73416194622
,1297.4766434200994,99111.7012514068,21922.937999078084,247543.93495666757
,1297.7977064544255,99111.25016540311,21256.06548809656,248686.56638333265
,1341.840163432196,99325.4831834812,21387.177133466903,248310.14020938828
,1353.2423036067719,99083.81534118563,21628.84497576248,248310.14020938828
,1364.611436602445,100639.52366290966,20805.170410177,238026.19724496617
,1336.6561124102818,100695.52802402941,20668.425473911582,238166.7220393669
,1320.2170162851396,101158.04770621465,19097.520213796503,239737.627299482
,1320.0772871912409,101403.40221826728,18700.734790460312,240712.16226826134
,1276.321487333681,101430.6217663393,17751.78862865187,242045.5685832436
,1236.0535908079673,101951.12276980512,18019.220045000715,242331.09155018957
,1246.4904701453142,102603.22168560061,17882.477049697944,242471.86138631243
,1143.2183149702116,102716.90078966437,18038.67662711652,242315.66180889384
,1124.81903707774,103613.13171556177,17523.834914392395,242851.8090074213
,1151.170981827344,103830.53294978246,17261.28332293439,242740.97512841455
,1121.398073303003,103395.67374038746,17751.666513391894,242885.4199207589
,1130.8669328220196,103830.53294978246,17501.69663946256,243403.37096375632
,1085.1977428588916,103885.64398736395,17237.590407509542,243824.48024526914
,1099.2629516365494,104349.6192690195,17101.25584844481,244105.03619717594
,1108.542008123931,104321.4574554552,17502.48260591404,243949.27169254306
,1117.7945872701857,104075.99520261883,17876.877316842896,243976.6394873615
,1144.055727629527,103830.53294978246,17721.395969543064,244514.79944232022
,1153.468986948227,103830.53294978246,16700.23417987317,245430.60194793568
,1162.8560219827993,103830.53294978246,16700.23417987317,245728.5820227532
,1172.2172048889922,103585.07069694609,16302.694660250572,246371.58379521215
,1170.3249543170605,103613.18634425287,16455.090561406007,246275.5635585539
,1151.7089069306917,103858.4931994019,15921.090566357412,246672.97658137477
,1160.8517879112753,104075.99520261883,15921.090566357412,246812.7649712258
,1169.9700986410346,104075.99520261883,16057.795705333245,246279.73852567933
,1179.0641755068318,104075.99520261883,15543.5305821498,246657.66621334848
,1204.6406779332958,104075.99520261883,14741.469013791204,247618.45662060363
