DISCLAIMER,AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_CALF_PEN_0 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_GROWING_PEN_1 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_CLOSE_UP_PEN_2 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_LAC_COW_PEN_3 (g)
"Under construction, use the results with caution.",873.5170435029552,100062.91515652051,34388.68340204989,203780.99525498165
,897.5465278371369,100062.91515652051,32673.525172317586,205573.5421674006
,909.6033911680867,99841.88251834158,32923.05862657325,205816.16186327243
,860.909478468524,99620.34152477961,33695.09562837746,213727.5398596303
,1099.254119362031,100062.91515652051,31629.857826677082,218733.47183859433
,1131.1952163086971,100090.80868172635,31180.472592388785,219461.95868559153
,1114.0544841916433,99841.21113135801,31468.926701423454,219711.73781185367
,1113.0285055238314,100090.73668419132,30831.596639899923,220693.0622371128
,1123.5014936732643,100312.44861077618,29805.564799237945,221962.52761485882
,1150.7146779764535,100062.91515652051,29101.208951858105,223189.8362695939
,1178.1288240621857,100062.91515652051,28851.67549760245,223719.89558154446
,1205.5501121649352,99563.84824800918,29138.812193187285,224054.90301126929
,1205.208812481093,99092.95797545102,29441.974670186875,224595.84473829498
,1204.4292747460233,99093.26571871836,27011.849138974467,226916.4431290267
,1232.2090236307022,99314.31479375351,27086.828975309607,226630.4820790776
,1259.7857891672613,99314.31479375351,27332.86029007789,226284.64446713962
,1276.685016651838,99342.32152958916,25735.75699274746,227752.56381256756
,1276.7957375467367,99592.02646514498,24552.81966464293,229220.93806645303
,1293.2647002697754,99342.92109825261,23787.730284447418,230772.56196932134
,1310.2787708818473,99341.87447830546,22641.149708002784,232237.58071282457
,1322.1915979143998,99563.84824800918,21492.73697467399,233337.6761394454
,1350.8434665108048,99314.31479375351,21742.27042892965,233415.34523068173
,1362.8921981417964,99314.31479375351,21648.13339483461,233259.9488105211
,1364.0299047020324,99342.21656780326,21374.037881565975,233520.191050208
,1393.0059841266775,98815.24788524218,22368.334332679995,233280.8867590011
,1376.8022697564907,98843.63983117107,21105.348149421447,233657.2093471888
,1394.083738469327,98843.17858468504,20034.538535290856,234428.15299240532
,1350.9356488772958,98870.5724162187,18603.21646413082,236021.09543188827
,1351.5911091742914,99342.20440996098,19243.746767366378,235653.42793543806
,1363.3814152384746,99314.31479375351,18612.876394543393,236395.52069559306
,1325.7547420285382,99330.8953187948,17295.3383480505,220185.1463959424
,1337.3743255347817,99995.69904138245,16946.79218556285,220538.17892604854
,1320.6908300809325,99774.60175763529,16736.661645150805,221136.877730443
,1304.755164847014,100023.00777533493,16576.462079706398,221161.84137979473
,1277.058255233308,100300.30455447998,15487.981775077174,222255.00362937586
,1276.1716772356122,100772.45380295656,15398.10252274991,222636.23147573153
,1287.1608229850406,100993.16237346605,15006.600279121181,223033.22606880372
,1269.6574700605267,101021.62293730494,14525.25142795905,223613.05811042804
,1280.4040305413741,101242.52820648695,14242.488687861654,223989.76145234014
,1291.1199563849345,100743.79654044515,14652.635615137591,224198.7293583132
,1274.5721361024862,100771.03009330938,14153.90394909578,224198.7293583132
,1285.0566448526135,100993.16237346605,14153.90394909578,224198.7293583132
,1266.8240660231559,101021.85047310322,14153.90394909578,224198.7293583132
,1277.0703850823397,101242.52820648695,14331.549337387158,224021.08397002183
,1276.2037342588299,100771.8658596802,14261.229754479273,224599.8703872074
,1286.4299466731927,100993.16237346605,12978.38771833425,225477.263795208
,1269.7001175375483,101020.09085370078,12214.661549870974,226427.86598335998
,1224.9856918487735,101297.24455771732,11452.075824601261,227399.33835621687
,1207.2959392449263,101768.58059374148,11060.568004428165,227999.69953108474
,1233.3760412629683,101741.25987252875,11309.93383744907,228092.8590804672
,1242.9925543237025,101741.25987252875,11060.568004428165,228092.8590804672
,1252.5838426389373,101741.25987252875,10662.601323744913,228490.82576115045
,1278.7483959832136,101741.25987252875,14025.242564370043,225215.76983273224
,1288.4972791636953,101741.25987252875,13405.503296512657,225215.76983273224
,1298.221071455984,101741.25987252875,13405.503296512657,224730.17198256298
,1252.5141917780645,101547.29994903633,14135.432124913737,224249.60898718282
,1234.1824696884796,102018.28318420322,15611.053992939664,222806.66156221938
,1215.5834940915038,102267.71873834905,15344.938489207316,222806.66156221938
,1224.5144073921692,102489.35737159145,15344.938489207316,222806.66156221938
,1204.9987302880425,102268.41603710201,15344.938489207316,222321.9941926638
,1185.9203450091973,102797.61595137356,15337.482731219523,228395.2519983526
,1155.5502963116153,103075.58636414279,15060.707141199895,228891.21415225038
,1163.897076532854,103521.80388038694,14662.038637872764,229387.37686559232
,786.2871248975471,103907.74021062268,14361.097697821127,229786.4708997098
,725.9123279171682,107113.83765351653,14452.392874555557,229789.4769513669
,748.2186512444359,107782.99193357478,14741.168979863325,229492.07070142878
,726.6900333891184,107559.60389832224,15878.18072020315,228008.67698275333
,732.2447370108476,107782.99193357478,15793.94164087239,228008.67698275333
,709.7509353871995,107811.02592706491,15793.94164087239,228008.67698275333
,687.0244991981122,107811.06774569469,15647.788681291575,228405.4880631099
,681.5801959914803,108061.44375882513,15889.770231459503,228010.87065606617
,658.5696057373261,108312.50386256589,16873.353462641513,226925.2730064856
,635.5840757588861,108312.2877376099,16816.86765530135,226530.19035481737
,612.2763960436863,108563.07885717526,17925.182746963168,225542.72998387925
,589.4121853283617,108813.10406237132,17817.580672601005,225445.6907142371
,537.6865207695065,108591.12246890826,17844.93546495779,225420.01745457607
,530.387748783138,109064.31938265261,18207.97210849827,225049.1517255498
,478.37677821823996,109343.03813118249,18599.0661424663,224556.03708929743
,427.1794519213096,109843.17668896442,18990.028305317785,224062.96806514048
,430.5461747492843,110289.57314133234,18490.469325611375,224460.4318291747
,422.3885474267724,110317.6104027213,17514.84112353257,225534.08092530738
,492.6332609216377,110540.2312621081,17310.361530020487,226049.63926510676
,468.3787973115546,110568.68869722777,17008.99102882445,226351.0097663028
,444.0395656123899,110568.58168628401,17254.18961825107,226449.59406475522
,464.376652892248,110790.88938288385,17394.428683389506,226054.02535685655
,412.84039359170845,110846.44084905284,17785.762278169746,225068.72905283453
,416.49370944474384,111292.20562443536,19781.498037580193,222970.82141077434
,392.13667863028076,111320.20474740444,19761.09612382677,222603.4534870055
,395.5914452285865,111542.86374521111,19659.662028312585,222603.4534870055
,342.36003542880627,111599.53941651036,19659.662028312585,222603.4534870055
,345.4371305567789,110175.79698937105,18916.601854042638,220474.11153986995
,348.50478734125437,109929.31869632995,19163.080147083736,220730.6861020044
,351.5631532806093,109682.84040328885,19246.176914201787,221025.67541829118
,327.24570493595877,109710.20707002017,18105.848440137885,222026.21158632176
,302.07222126550124,109957.36009164763,19079.36898194519,221222.611405438
,304.755072114852,110175.79698937105,17717.93783653114,222406.722544085
,324.20132876331576,110175.79698937105,17717.93783653114,222199.96270334942
,327.0774715735399,110175.79698937105,18690.80672347753,221227.093816403
,329.94497789673954,109436.36211024775,19739.006566228436,220741.2040591302
,332.8039792102949,109436.36211024775,19051.082717752575,220979.35930231088
,335.6546033447824,109436.36211024775,19930.653726368,219694.92068106227
,354.7368782386493,108943.40552416554,20157.876044146382,219780.38434953845
,357.7736964403756,108943.40552416554,19321.221418141915,220502.16847286557
,349.3111262824583,108971.790657214,19232.703989133268,220757.53593107732
,352.3624251439647,109189.88381720665,19232.703989133268,220757.53593107732
,355.40465029190926,108943.40552416554,19965.46661665224,220271.25159659944
,358.4379395392845,108696.92723112444,21820.973535735353,218327.2588648246
,361.46242685341934,108696.92723112444,21706.628398583813,217357.49702406098
,336.6573704643362,108724.74810317403,22103.325082493633,216386.33485896612
,339.48948312237064,108943.40552416554,22015.183256143653,216386.33485896612
,342.3135387496561,108943.40552416554,22015.183256143653,216386.33485896612
,317.3896448465871,108971.14553298385,22693.8375930196,215707.68052209017
,336.53561302575775,108696.92723112444,22921.180692013844,215418.85434643345
,339.36787489061794,108696.92723112444,24239.582855488,214363.66776368677
,358.9302408357291,108696.92723112444,24056.313367937084,214366.4242046145
,361.9552303776543,108450.44893808334,23810.80356225138,214855.15655263703
,381.5692243367888,108450.44893808334,23942.41135261512,214940.9330914912
,384.78395787193426,108450.44893808334,23539.65294414245,215343.69149996387
,387.9893854019109,108450.44893808334,23242.37933100742,215726.36316026267
,391.1856460298457,107957.49235200114,23647.314849216087,215436.37680046883
,367.2703107332989,110808.14484320207,24538.421599058132,203870.2201620684
,370.2780038985532,111033.96703300008,24035.42776761329,204247.90527902017
,389.75473277122006,110781.04227893858,24406.898773503053,203755.83666483487
,382.2742256517206,110808.73336065668,24465.266167792543,203822.41561827066
,373.82572258084423,110556.12719402176,24103.248513969836,204690.79028920113
,377.06915530780196,110781.04227893858,23597.39900584683,204816.56077204726
,380.3028704600696,110275.19277081557,24284.40782343991,203710.20255632183
,400.09818417761227,110275.19277081557,24346.25016503918,203434.54213465957
,403.5196229504618,110275.19277081557,24346.25016503918,203434.54213465957
,378.2008824071894,110303.922826354,23945.05041963776,203835.741880061
,381.42134663124057,110275.19277081557,23392.88733219476,204702.7422955323
,401.20031487953776,110022.26801675407,23025.782763330622,205573.1469823134
,437.71120368915706,109769.34326269256,22207.938399435407,206515.9119062234
,441.52251884392774,109769.34326269256,22416.291803569813,206226.18903170316
,445.32229181758566,109516.41850863106,22606.84619352186,206226.18903170316
,421.246415203988,109544.28279765544,21632.21790848125,206947.89256268227
,458.5087472978011,109769.34326269256,21167.47120251531,207562.38267533603
,462.51978224929235,109010.56900050805,22849.231618118796,206702.00837643252
,466.51861447942747,109010.56900050805,21563.86635505736,207103.824869727
,442.89266540320983,109038.18177166459,20382.20223056636,207886.29097752014
,351.9830213565669,108616.4715245933,22124.17728931168,207114.386683359
,355.2818849404864,109263.49375456956,22269.53479043187,206716.45027721635
,358.57023616287626,109263.49375456956,21174.351982127777,207496.5255647727
,350.77785237320734,109038.17242193388,21025.186490035394,208047.9261233975
,370.47393505603867,109010.56900050805,20744.736492726825,208390.7211918453
,406.99693937310735,109010.56900050805,20427.311737578686,208516.803544531
,410.8920810738816,109010.56900050805,20532.15896484212,207946.7919795446
,414.77455241258997,108757.64424644655,20660.507490597978,207658.28256652743
,418.6445628524539,108504.71949238505,20694.808883867645,207076.79299086874
,455.2631918629375,108504.71949238505,20757.205597372835,207201.5307057143
,459.51754759749895,109825.37935378941,22314.63652398327,197062.6636019412
,463.7583625325565,109825.37935378941,22567.284008212457,196646.873444394
,467.985856116505,109825.37935378941,22915.50083117566,196253.62044861092
,472.20024130362884,109313.37292323561,22589.322760329433,197044.37113893832
,493.07497321384227,109057.36970795871,22284.178618765447,197933.2443611442
,503.1146221678152,109085.39929761185,21236.424094176735,198823.16449123106
,524.4894218724088,108801.36649268182,22287.305924276374,198383.9426706132
,545.9021634696455,108289.36006212802,22190.121205900356,198438.87058339146
,567.7069810095645,107521.35041629733,22890.0172643082,197555.08930952568
,589.3836150045238,107521.35041629733,22891.238032573285,197110.91967192144
,583.9592374143846,107548.49169035887,21634.764456645113,198321.43448497378
,606.190857052824,107521.35041629733,21939.41132992611,198445.62741947116
,583.559994953871,107549.58584416453,21635.761484848023,198495.29652508686
,588.969093864473,107777.35363157422,20893.079540452607,199237.9784694823
,627.3971684436692,107265.34720102043,23129.5681359927,197614.88176163234
,633.184549383839,107265.34720102043,22476.214253967246,197566.75785304312
