DISCLAIMER,EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.202 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.50 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.110 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.95 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.104 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.44 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.302 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.51 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.66 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.purchased_feed_emissions.167 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.202 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.50 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.110 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.95 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.104 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.44 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.302 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.51 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.66 (kg CO2 / kg DM),EmissionsEstimator.calculate_purchased_feed_emissions.land_use_change_emissions.167 (kg CO2 / kg DM),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.direct_n2o_nitrogen_emissions_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.ammonia_nitrogen_emissions_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.nitrogen_fertilizer_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.phosphorus_fertilizer_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.potassium_fertilizer_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.manure_nitrogen_applied_for_feed_50 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.direct_n2o_nitrogen_emissions_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.ammonia_nitrogen_emissions_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.nitrogen_fertilizer_applied_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.phosphorus_fertilizer_applied_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.potassium_fertilizer_applied_for_feed_51 (kg),EmissionsEstimator._report_daily_farmgrown_feed_fed_emissions_and_resources.manure_nitrogen_applied_for_feed_51 (kg)
"Under construction, use the results with caution.",95.35499999999999,595.5493748465824,6281.640342751906,252.60385617427553,252.60385617427553,331.00773605923985,901.5718203332541,1992.3217204142225,942.2488629777984,487.09188983070595,0.0,66.3070909152649,5735.773695579208,0.0,0.0,36.12273841279282,172.37780551005324,221.82049554160642,29.69026811610744,48.77495550181132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,95.35499999999999,595.5493748465824,6281.640342751906,252.60385617427553,252.60385617427553,331.00773605923985,901.5718203332541,1992.3217204142225,942.2488629777984,487.09188983070595,0.0,66.3070909152649,5735.773695579208,0.0,0.0,36.12273841279282,172.37780551005324,221.82049554160642,29.69026811610744,48.77495550181132,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,95.35499999999999,589.3171059835395,6303.047535365721,249.56393241614398,249.56393241614398,332.5835785661105,891.1876321558266,2007.6866694148464,949.5155637205578,490.84838255433607,0.0,65.61320450455946,5755.3206300725515,0.0,0.0,36.294709458947644,170.39238013443895,223.53119345066764,29.919241906205958,49.15111197097696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,90.46499999999999,635.5544378755078,6392.8122366305815,271.39850402372264,271.39850402372264,335.4888164885151,966.5071046115321,2002.5650197479717,947.0933301396379,489.59621831312603,0.0,70.76116217008435,5837.2848916687435,0.0,0.0,36.61175688130507,184.79323548647324,222.96096081431392,29.842917309506454,49.02572648125508,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,107.58,589.6936022364031,6576.584472738256,249.59036408322123,249.59036408322123,348.9659000428512,891.4384727282812,2135.7279110867116,1010.0714032435525,522.1524885845871,0.0,65.6551227271658,6005.08755153615,0.0,0.0,38.082505479499495,170.44034009329906,237.78700935951125,31.827356823693584,52.28574921402396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,105.13499999999999,591.5280356619672,6580.400475584103,250.46268968084132,250.46268968084132,349.0997386433164,894.4412180036112,2135.7279110867116,1010.0714032435525,522.1524885845871,0.0,65.85936430488253,6008.571948532982,0.0,0.0,38.09711123104988,171.01445590902603,237.78700935951125,31.827356823693584,52.28574921402396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,107.58,587.8591688108389,6594.243262758091,248.71803848560117,248.71803848560117,350.12614210130647,888.4357274529511,2145.9712104204605,1014.9158704053921,524.6568170670072,0.0,65.45088114944906,6021.211814907642,0.0,0.0,38.20912221925327,169.86622427757212,238.92747463221872,31.98000601709259,52.536520193467716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,110.02499999999999,582.3558685341463,6604.27004708623,246.10106169274104,246.10106169274104,351.01870695883144,879.4274916269611,2156.2145097542098,1019.7603375672317,527.1611455494273,0.0,64.83815641629882,6030.3672842854685,0.0,0.0,38.30652745590627,168.1438768303912,240.06793990492622,32.132655210491606,52.78729117291148,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,112.47,576.1235996711034,6625.677239700045,243.06113793460946,243.06113793460946,352.5945494657021,869.0433034495334,2171.579458754834,1027.027038309991,530.9176382730574,0.0,64.14427000559338,6049.914218778813,0.0,0.0,38.47849850206109,166.1584514547769,241.77863781398747,32.36162900059012,53.163447642077124,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
,117.35999999999999,572.454732819975,6639.520026874033,241.31648673936937,241.31648673936937,353.62095292369213,863.0378128988733,2181.822758088583,1031.8715054718305,533.4219667554775,0.0,63.735786850159904,6062.554085153472,0.0,0.0,38.59050949026449,165.01021982332298,242.91910308669495,32.51427819398913,53.414218621520874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
