DISCLAIMER,AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_CALF_PEN_0 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_GROWING_PEN_1 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_CLOSE_UP_PEN_2 (g),AnimalModuleReporter.report_enteric_methane_emission.enteric_methane_emission_for_LAC_COW_PEN_3 (g)
"Under construction, use the results with caution.",885.175829799574,98436.37276041141,33656.83863100925,197386.99785272224
,926.3062172394848,98190.8955216074,33081.63861179347,198272.88425964443
,922.8821780065074,98218.75609626199,33257.97685900424,198336.77051442763
,947.1141720302173,98190.8955216074,31540.988295368257,207480.82999773516
,1044.331029082199,97727.54674701838,32289.404312740244,209974.58252799616
,1025.251611387185,97973.73798811274,30247.093374047985,212248.75734885436
,1072.7587951589803,97973.24771189655,30761.611506345504,212146.6064493082
,1082.4169676866975,97945.41828280338,30714.099540204523,212531.09348860884
,1108.8559116222984,97945.41828280338,29865.896850809408,213485.78825917895
,1135.6857270601415,97945.41828280338,28020.338487868292,215530.68530093014
,1168.8692831584005,97972.99730016626,28073.882706789613,215979.09105697897
,1179.2893822946949,97945.41828280338,28706.111882872316,215021.9503535882
,1105.8085226487822,98029.28716407774,27812.209121549586,215472.9654320675
,1088.3815112096,98709.10543214616,27498.01469638599,215803.5774166353
,1104.2104590401011,98954.54240993265,27146.523256388245,216155.06998270832
,1147.637388692476,99172.80447682345,27214.27850455349,216174.36736199755
,1157.869478581487,99172.80447682345,24723.641285595553,218548.64894992716
,1145.6838364370387,99228.64867379153,23506.54490438256,219847.92861920892
,1205.3282228731139,99663.75895443148,22992.09125212784,220394.8523997773
,1216.1490229382573,99418.28171562747,23172.9776443472,220374.9910932508
,1215.2859938732438,99446.34225138628,22728.80311898354,220842.16369423177
,1242.985458743899,99172.80447682345,23354.447579629952,220723.48421489913
,1253.9464225589086,99172.80447682345,24492.64826634575,219815.97730773987
,1208.978525455995,98983.22298435695,23684.554550351662,220635.89284823995
,1235.941813807928,99418.28171562747,24580.235347876423,219979.9489421675
,1246.6585982337995,99418.28171562747,24281.183152816724,220130.97090372798
,1228.5910090174445,99447.03435578232,23343.992922623343,220500.3440537792
,1228.6848015316698,99445.71265752749,23776.51918273705,219959.5689465975
,1228.1829379983758,99200.74657159243,23257.52040768945,220976.5406401536
,1271.8770906693092,99418.28171562747,23504.789275257863,221008.76515981354
,1227.001250736377,100197.40577974742,21854.246416697795,208178.40470206432
,1254.2373734109804,100636.18543278675,22028.550663634658,208086.23851830157
,1253.247543782873,100664.2279917386,21484.652607548567,208660.67493689968
,1208.3752323526853,100938.98482678896,21484.652607548567,208742.55560342778
,1161.9388551522559,101187.43163262887,20948.857169359104,209525.61439648896
,1177.122535034903,101653.13989713084,21614.94318289068,209146.22738810186
,1147.711602079363,101928.8088610368,20678.800513636692,210010.68961143988
,1117.6895874685135,102423.97492890664,21614.29235679032,209239.6905154374
,1127.4452543310408,102861.55562663217,21460.780748279016,209239.6905154374
,1137.172055264406,102861.55562663217,21091.185745292452,209609.28551842397
,1108.3182984141313,102422.40258046563,21663.949340943564,209634.1894018479
,1117.8498646282742,102861.55562663217,19569.386985937224,211238.83386300225
,1176.5252929630167,102861.55562663217,19177.907438244547,211999.1871324901
,1186.6151806494906,102861.55562663217,18028.371831532397,212762.14215902946
,1230.2472096204629,102614.29227176045,18352.228443142067,212950.4878774767
,1212.6796846192105,102642.31003711736,18397.824658809168,213032.3282611891
,1222.9232482891814,102861.55562663217,18397.824658809168,212558.85843642225
,1204.8971255450233,102889.79585063914,17638.323627336616,213318.3594678948
,1214.9043994599035,103108.81898150388,17442.52227616129,213697.38111831096
,1240.999500169543,103108.81898150388,16973.232453189223,214301.13539514903
,1239.7179121214733,103137.02935994987,16896.848563659445,214465.57230316964
,1194.2495205164548,103411.70637293087,16896.848563659445,214465.57230316964
,1204.026619125749,103850.60904611902,16973.539635010187,214388.8812318189
,1213.7765098200782,103108.81898150388,17638.80089708155,214470.30489101683
,1223.4995793033086,103108.81898150388,16897.01083246642,214374.63340621063
,1204.5445604432955,103137.47062523078,16575.789589996155,214798.71495542323
,1247.5009198573875,103356.08233637559,17043.357494068037,214412.4001285203
,1229.2521972632012,103384.21333472911,16890.08258175795,214494.16182761904
,1238.9306547661254,103603.3456912473,16966.237332357283,214418.0070770197
,1265.1544647791907,103603.3456912473,16958.80971067687,214430.5974505036
,1235.15110293718,104078.3508805614,17548.48221654106,215965.0390904643
,1216.984312755768,104547.49511152833,17096.697680142468,216440.5382745329
,1198.9749587936858,104795.99298359692,17096.697680142468,216524.70622281844
,1012.9585361801638,104466.08927197492,17843.266746970825,216524.70622281844
,1020.9645071362838,106012.80748962797,16732.737584427163,216888.66631853374
,918.1388936620971,105874.76117498123,16591.016528468084,217391.94842948206
,925.4044227239235,106759.37655645635,17846.699221087176,215972.03742037353
,904.5550686051141,106787.4719338163,17105.122580471874,216446.3046261124
,900.017272235393,106787.82408203623,17826.933837728582,216057.60859918565
,822.2262644657632,107093.08641549076,17098.77360834217,215975.91975911695
,845.375188974584,107754.80197889419,17098.77360834217,216061.27120701483
,852.0746895578668,107505.94562328473,16565.681477034723,216843.21969393172
,875.0650544763361,107257.08926767527,17402.43442535484,216539.94541173032
,826.0827640138098,107064.08221585082,15388.686730020792,218466.0293898279
,776.45223838572,107562.07311258312,14749.211359601755,219305.43284947748
,782.5783872830464,108003.65833450365,14441.070812343964,219698.1197264487
,732.7711095368527,108059.5752966483,14907.340007354993,218836.74116372276
,655.9373335994342,108583.9462193381,14732.20182250158,218921.84753691425
,661.1435601150988,108999.08375694149,14672.02287018978,219230.8828448355
,655.4055189233006,109026.5093673901,14309.904820391786,219789.950189623
,632.344555997569,109276.21260031758,13637.082920510855,220547.44932729978
,654.1428018580524,108999.08375694149,14047.183677971989,220828.35178498185
,659.3579953467008,108999.08375694149,13549.47096675308,220353.81976771596
,637.1167949162549,109026.5259484569,13241.21968959634,220662.07104487272
,675.8321048826277,109247.94011255095,14571.10184250872,218938.0256813598
,681.2532605281236,109247.94011255095,13605.641413219926,219640.9023939856
,691.3052234243944,109276.4385550668,14462.674127533995,218477.7500318257
,668.5894680594854,109276.2812911849,14146.52521394602,218867.95444807992
,635.0684599997915,109552.29375369512,14261.628954051872,218952.13016072736
,640.3412785392804,109745.65282376987,13870.295135375909,219343.4639794033
,634.1143443055657,108188.68797383041,13796.897577842741,217006.9000875417
,612.001462146862,108433.34574320182,13102.869041150436,217774.06503084113
,650.245883429878,108405.96048113702,13738.92788233063,217554.43567439623
,655.7296840787445,107915.43577307758,14347.907416000777,217483.18607652758
,605.7304534463748,107970.90272245144,14149.732955723994,217556.68629991668
,582.7729111569005,108434.02069018499,15083.006171752048,216623.41308388862
,559.284827157433,108679.6220500913,15395.105749351636,216158.25146567638
